Time,Venue,Code,RaceNo,RunnerNo,RunnerName,Type,Market,Bookie,Odds
6/6/2025 13:33,TOWNSVILLE,Greyhounds,5,7,JUPITER,CASH,Fixed Win,PlayUp,11
6/6/2025 13:12,WAGGA,Harness,1,5,WAMBOYNEINAMERICA,CASH,Fixed Win,Tabtouch,101
6/6/2025 13:11,TOWNSVILLE,Greyhounds,4,7,BIRDIE'S CHARM,CASH,Fixed Win,TAB,51
6/6/2025 13:10,TOWNSVILLE,Greyhounds,4,2,AFFLECK,CASH,Fixed Win,TAB,11
6/6/2025 13:09,TOWNSVILLE,Greyhounds,4,3,BIG KELCE,CASH,Fixed Win,Tabtouch,7.5
6/6/2025 13:09,TOWNSVILLE,Greyhounds,4,3,BIG KELCE,CASH,Fixed Win,PlayUp,7.5
6/6/2025 13:09,TOWNSVILLE,Greyhounds,4,3,BIG KELCE,CASH,Fixed Win,TAB,8
6/6/2025 13:06,HEALESVILLE,Greyhounds,8,8,HIGHWAY HOOLIGAN,CASH,Fixed Win,TAB,5
6/6/2025 13:04,HEALESVILLE,Greyhounds,8,6,WHY NOT JULES,CASH,Fixed Win,Tabtouch,26
6/6/2025 13:04,HEALESVILLE,Greyhounds,8,6,WHY NOT JULES,CASH,Fixed Win,TAB,34
6/6/2025 13:04,HEALESVILLE,Greyhounds,8,6,WHY NOT JULES,CASH,Fixed Win,PlayUp,41
6/5/2025 22:12,WENTWORTH PARK,Greyhounds,9,5,ALWAYS OVER,CASH,Fixed Win,TAB,31
6/5/2025 22:09,PENRITH,Harness,9,2,GO TESS GO,CASH,Fixed Win,TAB,7.5
6/5/2025 22:09,PENRITH,Harness,9,2,GO TESS GO,CASH,Fixed Win,Tabtouch,7.5
6/5/2025 22:08,PENRITH,Harness,9,2,GO TESS GO,CASH,Fixed Win,PlayUp,8.5
6/5/2025 22:08,PENRITH,Harness,9,7,BETTING ON COURAGE,CASH,Fixed Win,Tabtouch,19
6/5/2025 22:08,PENRITH,Harness,9,7,BETTING ON COURAGE,CASH,Fixed Win,Sportsbet,31
6/5/2025 22:08,PENRITH,Harness,9,7,BETTING ON COURAGE,CASH,Fixed Win,PlayUp,26
6/5/2025 22:07,HOBART,Greyhounds,10,8,GAS LOCK,CASH,Fixed Win,Tabtouch,1.65
6/5/2025 22:07,HOBART,Greyhounds,10,8,GAS LOCK,CASH,Fixed Win,TAB,1.7
6/5/2025 22:07,HOBART,Greyhounds,10,8,GAS LOCK,CASH,Fixed Win,PlayUp,1
6/5/2025 22:07,HOBART,Greyhounds,10,8,GAS LOCK,CASH,Fixed Win,Sportsbet,1.7
6/5/2025 22:02,PENRITH,Harness,9,2,GO TESS GO,CASH,Fixed Win,Sportsbet,11
6/5/2025 21:57,ANGLE PARK,Greyhounds,9,1,SPRINGVALE BRAY,CASH,Fixed Win,Tabtouch,1.28
6/5/2025 21:57,ANGLE PARK,Greyhounds,9,1,SPRINGVALE BRAY,CASH,Fixed Win,TAB,1.3
6/5/2025 21:57,ANGLE PARK,Greyhounds,9,1,SPRINGVALE BRAY,CASH,Fixed Win,Sportsbet,1.28
6/5/2025 21:57,ANGLE PARK,Greyhounds,9,1,SPRINGVALE BRAY,CASH,Fixed Win,PlayUp,1.35
6/5/2025 21:54,WENTWORTH PARK,Greyhounds,8,5,BONUS ETHICS,CASH,Fixed Win,Sportsbet,20
6/5/2025 21:53,WENTWORTH PARK,Greyhounds,8,8,ZIPPING HASLER,CASH,Fixed Win,Sportsbet,5
6/5/2025 21:47,PENRITH,Harness,8,2,HUNGER STRIKE,CASH,Fixed Win,TAB,3.6
6/5/2025 21:43,PENRITH,Harness,8,3,BART MAGUIRE NZ,CASH,Fixed Win,Tabtouch,6.5
6/5/2025 21:43,PENRITH,Harness,8,3,BART MAGUIRE NZ,CASH,Fixed Win,PlayUp,7
6/5/2025 21:42,PENRITH,Harness,8,1,LOOKIN GOOD MARGIE,CASH,Fixed Win,TAB,4.6
6/5/2025 21:41,PENRITH,Harness,8,7,NOTHINGBUTWAVES,CASH,Fixed Win,TAB,21
6/5/2025 21:40,PENRITH,Harness,8,8,DILETTO,CASH,Fixed Win,PlayUp,31
6/5/2025 21:39,PENRITH,Harness,8,8,DILETTO,CASH,Fixed Win,Tabtouch,26
6/5/2025 21:39,PENRITH,Harness,8,8,DILETTO,CASH,Fixed Win,TAB,31
6/5/2025 21:39,PENRITH,Harness,8,8,DILETTO,CASH,Fixed Win,Sportsbet,31
6/5/2025 21:35,MANDURAH,Greyhounds,4,3,INFRARED GEM,CASH,Fixed Win,Tabtouch,5
6/5/2025 21:35,MANDURAH,Greyhounds,4,3,INFRARED GEM,CASH,Fixed Win,TAB,5.5
6/5/2025 21:35,MANDURAH,Greyhounds,4,3,INFRARED GEM,CASH,Fixed Win,Sportsbet,5
6/5/2025 21:35,MANDURAH,Greyhounds,4,3,INFRARED GEM,CASH,Fixed Win,PlayUp,5.5
6/5/2025 21:34,PENRITH,Harness,8,3,BART MAGUIRE NZ,CASH,Fixed Win,Sportsbet,8.5
6/5/2025 21:26,HOBART,Greyhounds,8,5,LITTLE ZOOM,CASH,Fixed Win,Tabtouch,20
6/5/2025 21:26,HOBART,Greyhounds,8,5,LITTLE ZOOM,CASH,Fixed Win,TAB,26
6/5/2025 21:26,HOBART,Greyhounds,8,5,LITTLE ZOOM,CASH,Fixed Win,Sportsbet,23
6/5/2025 21:26,HOBART,Greyhounds,8,5,LITTLE ZOOM,CASH,Fixed Win,PlayUp,1
6/5/2025 21:19,MANDURAH,Greyhounds,3,3,SO WHAT,CASH,Fixed Win,TAB,3.7
6/5/2025 21:11,WENTWORTH PARK,Greyhounds,6,7,TRUFFLES GIRL,CASH,Fixed Win,PlayUp,61
6/5/2025 21:08,PENRITH,Harness,7,9,GOTTADOBETTOR,CASH,Fixed Win,Tabtouch,19
6/5/2025 21:08,PENRITH,Harness,7,9,GOTTADOBETTOR,CASH,Fixed Win,Sportsbet,19
6/5/2025 21:08,PENRITH,Harness,7,9,GOTTADOBETTOR,CASH,Fixed Win,PlayUp,21
6/5/2025 20:58,Q1 LAKESIDE,Greyhounds,8,8,WARM COCKLES,CASH,Fixed Win,Tabtouch,9.5
6/5/2025 20:58,Q1 LAKESIDE,Greyhounds,8,8,WARM COCKLES,CASH,Fixed Win,PlayUp,12
6/5/2025 20:42,PENRITH,Harness,6,3,ED MENDES,CASH,Fixed Win,PlayUp,2.9
6/5/2025 20:35,PENRITH,Harness,6,3,ED MENDES,CASH,Fixed Win,Tabtouch,3.6
6/5/2025 20:30,PENRITH,Harness,6,3,ED MENDES,CASH,Fixed Win,Sportsbet,3.8
6/5/2025 20:19,HOBART,Greyhounds,5,7,CAN DO,CASH,Fixed Win,PlayUp,1
6/5/2025 20:12,PENRITH,Harness,5,6,PRINCE OF PEACE,CASH,Fixed Win,TAB,13
6/5/2025 20:10,Q1 LAKESIDE,Greyhounds,6,3,ROMANTIC RED,CASH,Fixed Win,TAB,8
6/5/2025 20:09,Q1 LAKESIDE,Greyhounds,6,4,FICTIONAL,CASH,Fixed Win,TAB,41
6/5/2025 20:08,DAPTO,Greyhounds,5,5,RAVID RUBY,CASH,Fixed Win,Tabtouch,13
6/5/2025 20:08,DAPTO,Greyhounds,5,5,RAVID RUBY,CASH,Fixed Win,PlayUp,14
6/5/2025 20:07,DAPTO,Greyhounds,5,5,RAVID RUBY,CASH,Fixed Win,TAB,13
6/5/2025 20:07,DAPTO,Greyhounds,5,5,RAVID RUBY,CASH,Fixed Win,Sportsbet,15
6/5/2025 20:07,PENRITH,Harness,5,1,MADAZALWAYS,CASH,Fixed Win,TAB,26
6/5/2025 20:03,BALLARAT,Greyhounds,10,4,ZIG ZAG KABOOM,CASH,Fixed Win,Sportsbet,11
6/5/2025 19:22,BALLARAT,Harness,6,1,FREAK OUT,CASH,Fixed Win,Tabtouch,12
6/5/2025 19:22,BALLARAT,Harness,6,1,FREAK OUT,CASH,Fixed Win,TAB,13
6/5/2025 19:21,BALLARAT,Harness,6,1,FREAK OUT,CASH,Fixed Win,Sportsbet,13
6/5/2025 19:21,BALLARAT,Harness,6,1,FREAK OUT,CASH,Fixed Win,PlayUp,12
6/5/2025 19:21,BALLARAT,Harness,6,6,ITTAKESLUV,CASH,Fixed Win,TAB,18
6/5/2025 19:20,BALLARAT,Harness,6,6,ITTAKESLUV,CASH,Fixed Win,Sportsbet,19
6/5/2025 19:19,BALLARAT,Greyhounds,8,2,SOLAR SPECTRUM,CASH,Fixed Win,TAB,23
6/5/2025 19:16,WENTWORTH PARK,Greyhounds,1,5,CAWBOURNE ADELE,CASH,Fixed Win,TAB,11
6/5/2025 19:15,BALLARAT,Harness,6,4,HOME AND DRY NZ,CASH,Fixed Win,TAB,9.5
6/5/2025 19:15,BALLARAT,Harness,6,4,HOME AND DRY NZ,CASH,Fixed Win,PlayUp,10
6/5/2025 19:09,HOBART,Greyhounds,2,5,BORN EQUAL,CASH,Fixed Win,Sportsbet,35
6/5/2025 19:07,PENRITH,Harness,3,3,OBADIAH DRAGON NZ,CASH,Fixed Win,PlayUp,2.6
6/5/2025 19:05,PENRITH,Harness,3,2,SWEDISH MEATBALLS,CASH,Fixed Win,TAB,8.5
6/5/2025 19:04,Q1 LAKESIDE,Greyhounds,3,6,PERKY PENNY,CASH,Fixed Win,TAB,4.8
6/5/2025 19:01,Q1 LAKESIDE,Greyhounds,3,7,LOST DRAGON,CASH,Fixed Win,Sportsbet,31
6/5/2025 18:53,BALLARAT,Harness,5,5,WICHITA KANSAS,CASH,Fixed Win,TAB,7.5
6/5/2025 18:51,DAPTO,Greyhounds,1,4,SHUNNED,CASH,Fixed Win,TAB,26
6/5/2025 18:51,DAPTO,Greyhounds,1,3,SUNBURNT KEEPER,CASH,Fixed Win,TAB,4.4
6/5/2025 18:51,DAPTO,Greyhounds,1,3,SUNBURNT KEEPER,CASH,Fixed Win,Sportsbet,4.8
6/5/2025 18:51,DAPTO,Greyhounds,1,5,JUST BRAXTON,CASH,Fixed Win,Sportsbet,51
6/5/2025 18:51,DAPTO,Greyhounds,1,4,SHUNNED,CASH,Fixed Win,Sportsbet,41
6/5/2025 18:50,BALLARAT,Harness,5,4,BUDD SIDEWINDER,CASH,Fixed Win,TAB,18
6/5/2025 18:48,DAPTO,Greyhounds,1,1,MARAUDER MIST,CASH,Fixed Win,Sportsbet,91
6/5/2025 18:47,DAPTO,Greyhounds,1,6,SHE'S INFINITE,CASH,Fixed Win,PlayUp,2.9
6/5/2025 18:46,HOBART,Greyhounds,1,9,BREAKN' A SWEAT,CASH,Fixed Win,TAB,13
6/5/2025 18:46,HOBART,Greyhounds,1,9,BREAKN' A SWEAT,CASH,Fixed Win,PlayUp,1
6/5/2025 18:46,HOBART,Greyhounds,1,6,JAMELLA STORM,CASH,Fixed Win,TAB,6.5
6/5/2025 18:46,HOBART,Greyhounds,1,6,JAMELLA STORM,CASH,Fixed Win,Sportsbet,6.5
6/5/2025 18:46,HOBART,Greyhounds,1,9,BREAKN' A SWEAT,CASH,Fixed Win,Sportsbet,13
6/5/2025 18:45,DAPTO,Greyhounds,1,6,SHE'S INFINITE,CASH,Fixed Win,TAB,3.5
6/5/2025 18:45,DAPTO,Greyhounds,1,6,SHE'S INFINITE,CASH,Fixed Win,Sportsbet,3.5
6/5/2025 18:44,PENRITH,Harness,2,8,OLIVIA SHANNON,CASH,Fixed Win,TAB,13
6/5/2025 18:44,PENRITH,Harness,2,3,FLO RYDA NZ,CASH,Fixed Win,TAB,5
6/5/2025 18:44,PENRITH,Harness,2,3,FLO RYDA NZ,CASH,Fixed Win,Sportsbet,5
6/5/2025 18:44,PENRITH,Harness,2,3,FLO RYDA NZ,CASH,Fixed Win,PlayUp,5.5
6/5/2025 18:42,PENRITH,Harness,2,4,CROWN MOJO,CASH,Fixed Win,Tabtouch,16
6/5/2025 18:42,PENRITH,Harness,2,4,CROWN MOJO,CASH,Fixed Win,PlayUp,18
6/5/2025 18:40,PENRITH,Harness,2,4,CROWN MOJO,CASH,Fixed Win,TAB,26
6/5/2025 18:40,PENRITH,Harness,2,4,CROWN MOJO,CASH,Fixed Win,Sportsbet,26
6/5/2025 18:39,PENRITH,Harness,2,1,SILENT REACTION,CASH,Fixed Win,Tabtouch,9
6/5/2025 18:39,PENRITH,Harness,2,1,SILENT REACTION,CASH,Fixed Win,TAB,9
6/5/2025 18:39,PENRITH,Harness,2,1,SILENT REACTION,CASH,Fixed Win,Sportsbet,10
6/5/2025 18:39,PENRITH,Harness,2,1,SILENT REACTION,CASH,Fixed Win,PlayUp,10
6/5/2025 18:36,PENRITH,Harness,2,7,MIZZZ ADELE,CASH,Fixed Win,TAB,9
6/5/2025 18:36,PENRITH,Harness,2,7,MIZZZ ADELE,CASH,Fixed Win,Sportsbet,10
6/5/2025 18:19,Q1 LAKESIDE,Greyhounds,1,2,BEAU RIPPLE,CASH,Fixed Win,TAB,5.5
6/5/2025 18:18,Q1 LAKESIDE,Greyhounds,1,2,BEAU RIPPLE,CASH,Fixed Win,Sportsbet,5.5
6/5/2025 18:17,Q1 LAKESIDE,Greyhounds,1,6,COOL HAND DON,CASH,Fixed Win,Tabtouch,7
6/5/2025 18:17,Q1 LAKESIDE,Greyhounds,1,6,COOL HAND DON,CASH,Fixed Win,TAB,7
6/5/2025 18:17,Q1 LAKESIDE,Greyhounds,1,6,COOL HAND DON,CASH,Fixed Win,PlayUp,8
6/5/2025 18:17,Q1 LAKESIDE,Greyhounds,1,6,COOL HAND DON,CASH,Fixed Win,Sportsbet,8.5
6/5/2025 18:10,PENRITH,Harness,1,3,WATCH AFRICANDANCE,CASH,Fixed Win,Sportsbet,81
6/5/2025 18:09,CASINO,Greyhounds,9,2,IMPECCABLE,CASH,Fixed Win,TAB,18
6/5/2025 18:09,CASINO,Greyhounds,9,2,IMPECCABLE,CASH,Fixed Win,PlayUp,18
6/5/2025 18:07,PENRITH,Harness,1,7,PLAYFUL MISS,CASH,Fixed Win,TAB,9.5
6/5/2025 18:07,PENRITH,Harness,1,7,PLAYFUL MISS,CASH,Fixed Win,Sportsbet,10
6/5/2025 18:07,CASINO,Greyhounds,9,2,IMPECCABLE,CASH,Fixed Win,Sportsbet,20
6/5/2025 18:06,SHEPPARTON,Greyhounds,12,3,MILLIE,CASH,Fixed Win,TAB,8.5
6/5/2025 18:06,SHEPPARTON,Greyhounds,12,3,MILLIE,CASH,Fixed Win,PlayUp,9.5
6/5/2025 18:04,SHEPPARTON,Greyhounds,12,3,MILLIE,CASH,Fixed Win,Sportsbet,12
6/5/2025 17:55,BALLARAT,Harness,3,2,IM THE WILD ONE,CASH,Fixed Win,Tabtouch,7
6/5/2025 17:55,BALLARAT,Harness,3,2,IM THE WILD ONE,CASH,Fixed Win,TAB,7
6/5/2025 17:51,BALLARAT,Harness,3,7,LIVELY RASCAL,CASH,Fixed Win,TAB,10
6/5/2025 17:46,BALLARAT,Harness,3,7,LIVELY RASCAL,CASH,Fixed Win,Sportsbet,13
6/5/2025 17:45,REDCLIFFE,Harness,9,9,HELL OF A HAND,CASH,Fixed Win,TAB,8
6/5/2025 17:32,CASINO,Greyhounds,7,3,CHIEF RUPEE,CASH,Fixed Win,PlayUp,8.5
6/5/2025 17:26,BALLARAT,Harness,2,5,CONSTANT,CASH,Fixed Win,TAB,16
6/5/2025 16:58,BALLARAT,Greyhounds,1,2,QUEEN AVENGER,CASH,Fixed Win,Sportsbet,16
6/5/2025 16:56,BALLARAT,Harness,1,12,MAJOR DRAMA,CASH,Fixed Win,Tabtouch,9
6/5/2025 16:56,BALLARAT,Harness,1,12,MAJOR DRAMA,CASH,Fixed Win,Sportsbet,10
6/5/2025 16:56,BALLARAT,Harness,1,12,MAJOR DRAMA,CASH,Fixed Win,PlayUp,10
6/5/2025 16:56,BALLARAT,Harness,1,12,MAJOR DRAMA,CASH,Fixed Win,TAB,11
6/5/2025 16:52,CASINO,Greyhounds,5,4,NIGHTMARE LAURIE,CASH,Fixed Win,TAB,4.6
6/5/2025 16:50,REDCLIFFE,Harness,7,5,QUIK CHANGE,CASH,Fixed Win,TAB,4.4
6/5/2025 16:50,REDCLIFFE,Harness,7,5,QUIK CHANGE,CASH,Fixed Win,PlayUp,4.6
6/5/2025 16:50,BALLARAT,Harness,1,10,PLATINUM JIVE NZ,CASH,Fixed Win,Sportsbet,5.5
6/5/2025 16:50,REDCLIFFE,Harness,7,1,ART OF ROCK,CASH,Fixed Win,Tabtouch,20
6/5/2025 16:50,REDCLIFFE,Harness,7,1,ART OF ROCK,CASH,Fixed Win,TAB,23
6/5/2025 16:50,REDCLIFFE,Harness,7,1,ART OF ROCK,CASH,Fixed Win,Sportsbet,26
6/5/2025 16:50,REDCLIFFE,Harness,7,1,ART OF ROCK,CASH,Fixed Win,PlayUp,26
6/5/2025 16:47,REDCLIFFE,Harness,7,4,KHULAN KID,CASH,Fixed Win,Tabtouch,20
6/5/2025 16:45,REDCLIFFE,Harness,7,4,KHULAN KID,CASH,Fixed Win,TAB,23
6/5/2025 16:45,REDCLIFFE,Harness,7,4,KHULAN KID,CASH,Fixed Win,Sportsbet,22
6/5/2025 16:45,REDCLIFFE,Harness,7,4,KHULAN KID,CASH,Fixed Win,PlayUp,23
6/5/2025 16:43,SHEPPARTON,Greyhounds,8,7,GREYSYND SAMMY,CASH,Fixed Win,TAB,16
6/5/2025 16:15,REDCLIFFE,Harness,6,4,WILLIEWA LIGHTNING,CASH,Fixed Win,TAB,31
6/5/2025 16:15,REDCLIFFE,Harness,6,4,WILLIEWA LIGHTNING,CASH,Fixed Win,Sportsbet,31
6/5/2025 16:14,REDCLIFFE,Harness,6,2,RIGHTYO,CASH,Fixed Win,TAB,13
6/5/2025 15:56,RICHMOND STRAIGHT,Greyhounds,12,6,DESPICABLE MARGO,CASH,Fixed Win,Sportsbet,5
6/5/2025 15:48,CASINO,Greyhounds,2,5,REEL 'EM SISSY,CASH,Fixed Win,Tabtouch,5
6/5/2025 15:47,CASINO,Greyhounds,2,5,REEL 'EM SISSY,CASH,Fixed Win,TAB,5
6/5/2025 15:47,CASINO,Greyhounds,2,5,REEL 'EM SISSY,CASH,Fixed Win,Sportsbet,5
6/5/2025 15:47,CASINO,Greyhounds,2,5,REEL 'EM SISSY,CASH,Fixed Win,PlayUp,5
6/5/2025 15:42,REDCLIFFE,Harness,5,7,TACKAS LAST DANCE,CASH,Fixed Win,PlayUp,10
6/5/2025 15:40,SHEPPARTON,Greyhounds,5,3,STORMY SECRET,CASH,Fixed Win,TAB,11
6/5/2025 15:39,SHEPPARTON,Greyhounds,5,3,STORMY SECRET,CASH,Fixed Win,Sportsbet,10
6/5/2025 15:18,MOUNT GAMBIER,Greyhounds,12,3,ZIP ALONG LULU,CASH,Fixed Win,TAB,3.9
6/5/2025 15:09,RICHMOND STRAIGHT,Greyhounds,10,6,SON OF HARADA,CASH,Fixed Win,TAB,3.4
6/5/2025 15:09,RICHMOND STRAIGHT,Greyhounds,10,6,SON OF HARADA,CASH,Fixed Win,Sportsbet,3.4
6/5/2025 15:09,RICHMOND STRAIGHT,Greyhounds,10,6,SON OF HARADA,CASH,Fixed Win,PlayUp,3.5
6/5/2025 15:06,SHEPPARTON,Greyhounds,3,7,JUMPING OREO,CASH,Fixed Win,Tabtouch,5
6/5/2025 15:06,SHEPPARTON,Greyhounds,3,7,JUMPING OREO,CASH,Fixed Win,TAB,4.6
6/5/2025 15:05,SHEPPARTON,Greyhounds,3,7,JUMPING OREO,CASH,Fixed Win,Sportsbet,5
6/5/2025 15:05,SHEPPARTON,Greyhounds,3,7,JUMPING OREO,CASH,Fixed Win,PlayUp,5
6/5/2025 14:42,SHEPPARTON,Greyhounds,2,8,TWILIGHT JET,CASH,Fixed Win,Tabtouch,4
6/5/2025 14:40,SHEPPARTON,Greyhounds,2,8,TWILIGHT JET,CASH,Fixed Win,TAB,4.5
6/5/2025 14:40,SHEPPARTON,Greyhounds,2,8,TWILIGHT JET,CASH,Fixed Win,PlayUp,4.4
6/5/2025 14:40,SHEPPARTON,Greyhounds,2,8,TWILIGHT JET,CASH,Fixed Win,Sportsbet,4.2
6/5/2025 14:34,RICHMOND STRAIGHT,Greyhounds,8,3,JET'S DIGGER,CASH,Fixed Win,Tabtouch,13
6/5/2025 14:34,RICHMOND STRAIGHT,Greyhounds,8,3,JET'S DIGGER,CASH,Fixed Win,TAB,12
6/5/2025 14:34,RICHMOND STRAIGHT,Greyhounds,8,3,JET'S DIGGER,CASH,Fixed Win,Sportsbet,14
6/5/2025 14:34,RICHMOND STRAIGHT,Greyhounds,8,3,JET'S DIGGER,CASH,Fixed Win,PlayUp,14
6/5/2025 14:16,SHEPPARTON,Greyhounds,1,1,SHARAPOVA STAR,CASH,Fixed Win,Tabtouch,1.95
6/5/2025 14:16,SHEPPARTON,Greyhounds,1,1,SHARAPOVA STAR,CASH,Fixed Win,TAB,1.95
6/5/2025 14:16,SHEPPARTON,Greyhounds,1,1,SHARAPOVA STAR,CASH,Fixed Win,PlayUp,2
6/5/2025 13:48,ALBION PARK,Greyhounds,6,8,QUEEN'S WHARF,CASH,Fixed Win,Tabtouch,26
6/5/2025 13:48,ALBION PARK,Greyhounds,6,8,QUEEN'S WHARF,CASH,Fixed Win,TAB,51
6/5/2025 13:48,ALBION PARK,Greyhounds,6,8,QUEEN'S WHARF,CASH,Fixed Win,Sportsbet,61
6/5/2025 13:48,ALBION PARK,Greyhounds,6,8,QUEEN'S WHARF,CASH,Fixed Win,PlayUp,41
6/5/2025 13:47,REDCLIFFE,Harness,2,1,BERTILS FIREFOX,CASH,Fixed Win,Tabtouch,15
6/5/2025 13:47,REDCLIFFE,Harness,2,1,BERTILS FIREFOX,CASH,Fixed Win,Sportsbet,19
6/5/2025 13:46,REDCLIFFE,Harness,2,1,BERTILS FIREFOX,CASH,Fixed Win,TAB,19
6/5/2025 13:46,REDCLIFFE,Harness,2,1,BERTILS FIREFOX,CASH,Fixed Win,PlayUp,21
6/5/2025 13:40,MOUNT GAMBIER,Greyhounds,7,8,CHERRY EMINEM,CASH,Fixed Win,PlayUp,7
6/5/2025 13:39,MOUNT GAMBIER,Greyhounds,7,5,RUSTY WHEELS,CASH,Fixed Win,Tabtouch,15
6/5/2025 13:39,MOUNT GAMBIER,Greyhounds,7,5,RUSTY WHEELS,CASH,Fixed Win,TAB,14
6/5/2025 13:39,MOUNT GAMBIER,Greyhounds,7,5,RUSTY WHEELS,CASH,Fixed Win,Sportsbet,12
6/5/2025 13:39,MOUNT GAMBIER,Greyhounds,7,5,RUSTY WHEELS,CASH,Fixed Win,PlayUp,16
6/5/2025 13:36,WARRAGUL,Greyhounds,11,1,BALANCED,CASH,Fixed Win,TAB,7
6/5/2025 13:36,WARRAGUL,Greyhounds,11,1,BALANCED,CASH,Fixed Win,Sportsbet,6.5
6/5/2025 13:19,RICHMOND STRAIGHT,Greyhounds,5,2,ROCKSTAR WHIFF,CASH,Fixed Win,TAB,8
6/5/2025 13:14,MOUNT GAMBIER,Greyhounds,6,5,PHANTOM CARAT,CASH,Fixed Win,Sportsbet,3.2
6/5/2025 13:14,REDCLIFFE,Harness,1,6,TARANTULA TOM,CASH,Fixed Win,PlayUp,4.8
6/5/2025 13:11,WARRAGUL,Greyhounds,10,7,SKEETER MIKADO,CASH,Fixed Win,Tabtouch,4.6
6/5/2025 13:11,WARRAGUL,Greyhounds,10,7,SKEETER MIKADO,CASH,Fixed Win,TAB,4.4
6/5/2025 13:11,WARRAGUL,Greyhounds,10,7,SKEETER MIKADO,CASH,Fixed Win,PlayUp,4.6
6/5/2025 13:11,REDCLIFFE,Harness,1,5,CHARLIE POTATOE,CASH,Fixed Win,TAB,3.7
6/5/2025 13:10,WARRAGUL,Greyhounds,10,7,SKEETER MIKADO,CASH,Fixed Win,Sportsbet,4.6
6/5/2025 13:07,ALBION PARK,Greyhounds,4,3,LADY SCOTCH,CASH,Fixed Win,TAB,31
6/5/2025 13:07,ALBION PARK,Greyhounds,4,3,LADY SCOTCH,CASH,Fixed Win,PlayUp,51
6/5/2025 13:07,REDCLIFFE,Harness,1,4,TINTIN IN LOGAN,CASH,Fixed Win,TAB,81
6/5/2025 13:07,REDCLIFFE,Harness,1,4,TINTIN IN LOGAN,CASH,Fixed Win,Sportsbet,151
6/5/2025 13:06,ALBION PARK,Greyhounds,4,4,WEALTHY MINDSET,CASH,Fixed Win,Tabtouch,16
6/5/2025 13:06,ALBION PARK,Greyhounds,4,4,WEALTHY MINDSET,CASH,Fixed Win,TAB,14
6/5/2025 13:06,ALBION PARK,Greyhounds,4,4,WEALTHY MINDSET,CASH,Fixed Win,Sportsbet,16
6/5/2025 13:06,ALBION PARK,Greyhounds,4,4,WEALTHY MINDSET,CASH,Fixed Win,PlayUp,17
6/5/2025 13:04,ALBION PARK,Greyhounds,4,6,ROLLING ROYALTY,CASH,Fixed Win,Sportsbet,4.2
6/5/2025 13:04,RICHMOND STRAIGHT,Greyhounds,4,4,JOCKEY LOVER,CASH,Fixed Win,Tabtouch,34
6/5/2025 13:04,RICHMOND STRAIGHT,Greyhounds,4,4,JOCKEY LOVER,CASH,Fixed Win,PlayUp,34
6/5/2025 13:04,RICHMOND STRAIGHT,Greyhounds,4,4,JOCKEY LOVER,CASH,Fixed Win,TAB,34
6/5/2025 13:04,RICHMOND STRAIGHT,Greyhounds,4,4,JOCKEY LOVER,CASH,Fixed Win,Sportsbet,41
6/5/2025 12:48,ALBION PARK,Greyhounds,3,7,WE DIFFERENT,CASH,Fixed Win,PlayUp,4.4
6/5/2025 12:47,ALBION PARK,Greyhounds,3,7,WE DIFFERENT,CASH,Fixed Win,TAB,4.8
6/5/2025 12:47,ALBION PARK,Greyhounds,3,8,STAY WARM DAVID,CASH,Fixed Win,Sportsbet,27
6/5/2025 12:47,ALBION PARK,Greyhounds,3,5,CUSTARD,CASH,Fixed Win,PlayUp,91
6/5/2025 12:46,ALBION PARK,Greyhounds,3,7,WE DIFFERENT,CASH,Fixed Win,Tabtouch,5
6/5/2025 12:46,ALBION PARK,Greyhounds,3,7,WE DIFFERENT,CASH,Fixed Win,Sportsbet,5.5
6/5/2025 12:40,MOUNT GAMBIER,Greyhounds,4,1,ASTON DARWIN,CASH,Fixed Win,Tabtouch,1.55
6/5/2025 12:40,MOUNT GAMBIER,Greyhounds,4,1,ASTON DARWIN,CASH,Fixed Win,PlayUp,1.6
6/5/2025 12:40,MOUNT GAMBIER,Greyhounds,4,1,ASTON DARWIN,CASH,Fixed Win,TAB,1.65
6/5/2025 12:21,MOUNT GAMBIER,Greyhounds,3,10,LAP TO BURN,CASH,Fixed Win,TAB,3.3
6/5/2025 12:21,MOUNT GAMBIER,Greyhounds,3,10,LAP TO BURN,CASH,Fixed Win,PlayUp,3.3
6/5/2025 12:20,MOUNT GAMBIER,Greyhounds,3,5,MISS MAJESTIC,CASH,Fixed Win,Tabtouch,34
6/5/2025 12:20,MOUNT GAMBIER,Greyhounds,3,5,MISS MAJESTIC,CASH,Fixed Win,Sportsbet,26
6/5/2025 12:20,MOUNT GAMBIER,Greyhounds,3,5,MISS MAJESTIC,CASH,Fixed Win,PlayUp,41
6/5/2025 12:19,MOUNT GAMBIER,Greyhounds,3,5,MISS MAJESTIC,CASH,Fixed Win,TAB,41
6/5/2025 12:19,MOUNT GAMBIER,Greyhounds,3,10,LAP TO BURN,CASH,Fixed Win,Sportsbet,3.8
6/4/2025 21:19,REDCLIFFE,Harness,9,4,IM ALBY,CASH,Fixed Win,Tabtouch,1.9
6/4/2025 21:19,REDCLIFFE,Harness,9,4,IM ALBY,CASH,Fixed Win,TAB,1.85
6/4/2025 21:19,REDCLIFFE,Harness,9,4,IM ALBY,CASH,Fixed Win,PlayUp,1.9
